BioProject	SRR_ID	sample_alias	group	class	condition	condition_original	condition_raw	srr_description	binary_split	exclude	in_prev_loso	prev_loso_ref	prev_loso_contrast	n_in_orig_condition	is_singleton	has_local_counts	organism	library_layout	annotation_status	annotation_confidence	annotation_basis	annotation_notes	source_url	manuscript_url
PRJNA623750	SRR11523096	HCT116	1	control	control	hct116_untreated	HCT116 untreated	HCT116 | Poly-A+ RNA-seq of HCT116 colon cancer cell line with no treatment, Replicate 1	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523100	A549	1	control	control	a549_untreated	A549 untreated	A549 | Poly-A+ RNA-seq of A549 lung cancer cell line with no treatment, Replicate 3	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523103	A549	1	control	control	a549_untreated	A549 untreated	A549 | Poly-A+ RNA-seq of A549 lung cancer cell line with no treatment, Replicate 2	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523104	A549	1	control	control	a549_untreated	A549 untreated	A549 | Poly-A+ RNA-seq of A549 lung cancer cell line with no treatment, Replicate 1	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523093	HCT116	1	treatment	treatment	hct116_treated	HCT116 treated	HCT116 | Poly-A+ RNA-seq of HCT116 colon cancer cell line after combined treatment, Replicate 1	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523097	A549	1	treatment	treatment	a549_treated	A549 treated	A549 | Poly-A+ RNA-seq of A549 lung cancer cell line after combined treatment, Replicate 3	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523098	A549	1	treatment	treatment	a549_treated	A549 treated	A549 | Poly-A+ RNA-seq of A549 lung cancer cell line after combined treatment, Replicate 2	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523099	A549	1	treatment	treatment	a549_treated	A549 treated	A549 | Poly-A+ RNA-seq of A549 lung cancer cell line after combined treatment, Replicate 1	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523101	HCT116	1	treatment	treatment	hct116_treated	HCT116 treated	HCT116 | Poly-A+ RNA-seq of HCT116 colon cancer cell line after combined treatment, Replicate 3	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA623750	SRR11523102	HCT116	1	treatment	treatment	hct116_treated	HCT116 treated	HCT116 | Poly-A+ RNA-seq of HCT116 colon cancer cell line after combined treatment, Replicate 2	technical_control_vs_treatment		yes	a549_treated	a549_untreated vs a549_treated	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA623750	
PRJNA625628	SRR11563711	14DG2098	1	control	control	fb	FB / skin fibroblasts	14DG2098 | RNA-seq data for 14DG2098 from FB	technical_control_vs_treatment		yes	fb	lcl vs fb	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563714	11DG0165	1	control	control	fb	FB / skin fibroblasts	11DG0165 | RNA-seq data for 11DG0165 from FB	technical_control_vs_treatment		yes	fb	lcl vs fb	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563717	15DG2154	1	control	control	fb	FB / skin fibroblasts	15DG2154 | RNA-seq data for 15DG2154 from FB	technical_control_vs_treatment		yes	fb	lcl vs fb	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563708	17DG0832	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	17DG0832 | RNA-seq data for 17DG0832 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563709	17DG0444	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	17DG0444 | RNA-seq data for 17DG0444 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563710	08DG-00413	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	08DG-00413 | RNA-seq data for 08DG-00413 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563712	15DG2234	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	15DG2234 | RNA-seq data for 15DG2234 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563713	16DG1620	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	16DG1620 | RNA-seq data for 16DG1620 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563715	10DG0840	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	10DG0840 | RNA-seq data for 10DG0840 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563716	17DG0814	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	17DG0814 | RNA-seq data for 17DG0814 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA625628	SRR11563718	16DG1048	1	treatment	treatment	lcl	LCL / blood-derived lymphoblastoid cells	16DG1048 | RNA-seq data for 16DG1048 from LCL	technical_control_vs_treatment		yes	fb	lcl vs fb	8	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA625628	
PRJNA634200	SRR11847330	KR-004	1	control	control	desmoplastic_normal	desmoplastic normal	KR-004 | GSM4567628: KR-004_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847332	KR-006	1	control	control	desmoplastic_normal	desmoplastic normal	KR-006 | GSM4567630: KR-006_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847334	KR-008	1	control	control	desmoplastic_normal	desmoplastic normal	KR-008 | GSM4567632: KR-008_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847336	KR-010	1	control	control	replacement_normal	replacement normal	KR-010 | GSM4567634: KR-010_RN Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847338	KR-012	1	control	control	desmoplastic_normal	desmoplastic normal	KR-012 | GSM4567636: KR-012_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847340	KR-014	1	control	control	replacement_normal	replacement normal	KR-014 | GSM4567638: KR-014_RN Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847342	KR-016	1	control	control	desmoplastic_normal	desmoplastic normal	KR-016 | GSM4567640: KR-016_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847344	KR-018	1	control	control	desmoplastic_normal	desmoplastic normal	KR-018 | GSM4567642: KR-018_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847346	KR-020	1	control	control	replacement_normal	replacement normal	KR-020 | GSM4567644: KR-020_RN Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847348	KR-022	1	control	control	replacement_normal	replacement normal	KR-022 | GSM4567646: KR-022_RN Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847350	KR-026	1	control	control	desmoplastic_normal	desmoplastic normal	KR-026 | GSM4567648: KR-026_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847352	KR-028	1	control	control	desmoplastic_normal	desmoplastic normal	KR-028 | GSM4567650: KR-028_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847354	KR-032	1	control	control	replacement_normal	replacement normal	KR-032 | GSM4567652: KR-032_RN Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847356	KR-065	1	control	control	desmoplastic_normal	desmoplastic normal	KR-065 | GSM4567654: KR-065_DN Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847358	KR-067	1	control	control	replacement_normal	replacement normal	KR-067 | GSM4567656: KR-067_RN Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847329	KR-003	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-003 | GSM4567627: KR-003_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847331	KR-005	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-005 | GSM4567629: KR-005_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847333	KR-007	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-007 | GSM4567631: KR-007_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847335	KR-009	1	treatment	treatment	replacement_tumor	replacement tumor	KR-009 | GSM4567633: KR-009_RT Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847337	KR-011	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-011 | GSM4567635: KR-011_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847339	KR-013	1	treatment	treatment	replacement_tumor	replacement tumor	KR-013 | GSM4567637: KR-013_RT Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847341	KR-015	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-015 | GSM4567639: KR-015_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847343	KR-017	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-017 | GSM4567641: KR-017_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847345	KR-019	1	treatment	treatment	replacement_tumor	replacement tumor	KR-019 | GSM4567643: KR-019_RT Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847347	KR-021	1	treatment	treatment	replacement_tumor	replacement tumor	KR-021 | GSM4567645: KR-021_RT Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847349	KR-025	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-025 | GSM4567647: KR-025_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847351	KR-027	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-027 | GSM4567649: KR-027_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847353	KR-031	1	treatment	treatment	replacement_tumor	replacement tumor	KR-031 | GSM4567651: KR-031_RT Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847355	KR-064	1	treatment	treatment	desmoplastic_tumor	desmoplastic tumor	KR-064 | GSM4567653: KR-064_DT Homo sapiens RNA-Seq | Desmoplastic	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	9	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA634200	SRR11847357	KR-066	1	treatment	treatment	replacement_tumor	replacement tumor	KR-066 | GSM4567655: KR-066_RT Homo sapiens RNA-Seq | Replacement	technical_control_vs_treatment		yes	desmoplastic_normal	desmoplastic_tumor vs desmoplastic_normal	6	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634200	
PRJNA664293	SRR12676594	EGFP-CAG78 transfected SK-N-MC	1	control	control	egfp_cag78	EGFP-CAG78	EGFP-CAG78 transfected SK-N-MC | RNA-seq of EGFP-CAG78 transfected SK-N-MC cells, biological replicate 2 | SK-N-MC transfected with EGFP-CAG78 plasmid	technical_control_vs_treatment		yes	egfp_cag27	egfp_cag27_db213 vs egfp_cag27	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA664293	
